loc_char_oso_05_bio;“The technology discovered in the archives of Sputnik 2.2. has enormous potential when combined with the hyperdeveloped brains of the ursine inhabitants of Plantigrade. For example, the bears' knowledge has led to inventions like David Guralev's cyberstilts, enabling him to overcome the permanent paralysis he suffers from following a clash with the Radiostar Freaks. He's managed to rejoin the team in tip-top form. In the Original Premiumverse, David Guralev plays for the Sputnik Bears with a mechanical prosthesis, because an injury sustained during a match against the Radiostar Freaks left him paralysed. In other multiverses, the entire Radiostar Freaks team has to wear mechanical prostheses because of David Guralev. In Universe J584, Guralev feels more robot than humanoid and plays on a robot team.”
loc_char_oso_05_descr;“My legs are full of tungsten, my heart full of victories.”
loc_char_oso_06_bio;“His family is not descended from the bears of the first Sputnik that reached Plantigrade. They emigrated there as simple ant bears who evolved as quickly as the descendants of Misha and Masha. This explains his foreign name and exotic race, but Pavel's heart belongs to Plantigrade, home to his family and friends, as well as the finest ants in the galaxy. He will give everything he has to win glory for his planet. Not all parallel realities have treated Pavel as fairly as the Original Premiumverse. In other universes, he’s been rejected by the Sputnik Bears because he’s an ant bear, which explains why we often find alternate versions of him on robot or humanoid teams. In Universe H404 he founded a pest control company called Formiclón, specialised in eradicating anthills. The company’s motto is: “With Formiclón, ants go splat and bears get fat.”
loc_char_oso_06_descr;“I will crush my enemies like ants and devour them… like… like ants.”
loc_char_oso_07_bio;“Suddenly, the powerful Moustakim Vitalievich has evolved, and now he’s swifter than ever. This progress is undoubtedly the result of the quantum entanglement of his cells with those of an Xplora device user. You rarely see this evolved Moustakim Vitalievich on the pitch in any universe. His improved performance was transmitted via a multidimensional portal, opened by the interaction of an Xplora device. When an Xplora user plays sports in his/her own world, the benefits of that activity travel across the multiverse to benefit a random Aces of the Multiverse player. In this case, the lucky recipient was Moustakim Vitalievich Evo; now fans can watch him fly down the pitch.”
loc_char_oso_07_descr;“Being faster makes it easier to curb my impatience; I can get anywhere in half the time now.”
loc_char_oso_08_bio;“The quantum entanglement of parallel universes has paired Aleksei’s cells with those of an Xplora interdimensional device user. Thanks to that mysterious user’s physical activity in his/her own universe, this version of Aleksei has acquired greater skill. This alternate Aleksei Rollan, as strong as ever but more agile on the pitch, is rare in the different quantum realities. An Xplora interdimensional device can transmit its user’s performance to any Aces of the Multiverse player at random, so finding other evolved Aleksei Rollans playing for teams from other dimensions is improbable... but not impossible.”
loc_char_oso_08_descr;“Behind this mask, I can sense my brain coordinating all my movements in a way I’ve never felt before.”
loc_char_oso_09_bio;“The increase muscle mass needed to make the original Yaroslav Ilych faster was transmitted across the multiverse thanks to quantum entanglement with the molecules of an Xplora user. Meet Yaroslav Ilych Evo: same brute, more speed. The quantum odds favoured Yaroslav Ilych Evo, but it’s not something that happens every day. It’s rare to see him play in any universe. In order for this to happen, the user of an Xplora interdimensional device must play enough sport to enhance performance, and that enhancement travels across the multiverse to benefit a random Aces of the Multiverse player.”
loc_char_oso_09_descr;“Now I can wreak havoc much faster.”
loc_char_oso_10_bio;“It’s hard to believe that such a small body could absorb so much power in a split second. Of course, it’s all thanks to a lucky quantum entanglement of his molecules with those of a mysterious Xplora interdimensional device user. That anonymous user trained very hard, and the benefits of that training have boosted little Kirill’s strength, skill and speed. Kirill Georgiy Evo is a freak of quantum mechanics, rarely seen in any multiverse. In order for performance enhancement to be transmitted, the owner of an Xplora interdimensional device has to exercise with a vengeance. All the benefits of that activity travel across the multiverse and are received by a random player. In this case, it was Kirill who evolved, much to the delight of his fans.”
loc_char_oso_10_descr;“It’s as if I grew up overnight.”
loc_char_oso_11_bio;“An Xplora interdimensional device user has been training in his/her own universe, and thanks to quantum entanglement, those efforts have boosted Leonid’s braincells, enhancing his skills. The original Leonid Arkaimovich is a beast of formidable strength, but this evolved version also has greater agility and skill. He owes his existence to the power that’s transmitted when an Xplora interdimensional device user exercises in his/her own world: the benefits of that activity are conveyed to different parallel universes and end up profiting a random Aces of the Multiverse player. Unfortunately, these versions of Leonid Arkaimovich Evo are rare.”
loc_char_oso_11_descr;“We feel agile. We feel fast. We feel good.”
loc_char_oso_12_bio;“The Xplora interdimensional device user who transmitted the effects of his/her workout to this evolved David Guralev did a fantastic job. This version is not only stronger, but also more skilled and swifter. Such a highly evolved David Guralev is rare in the multiverse. The odds of him receiving all these performance boosts from an Xplora user were incredibly low. But now that the improbable has happened, audiences will be able to admire the prowess of a David Guralev more powerful than any version they’ve seen before.”
loc_char_oso_12_descr;“I feel like I could fly to a Plantigrade moon and run all the way round it... or even through it.”
loc_char_oso_13_bio;“Quantum entanglement has paired Pavel’s cells with those of an Xplora user who’s been taking his/her training very seriously. Thanks to that user’s exercise, Pavel has seen a significant improvement in many of his characteristics: strength, skill and speed. And the result is Pavel Kirillovich Evo, a truly awesome player. It’s nearly impossible to find a Pavel Kirillovich with such a highly evolved performance level anywhere in the multiverse. The owner of the Xplora interdimensional device that gave him all this power undoubtedly did a great job. Thanks to his/her superb physical efforts, we now have a chance to enjoy an exceptional player.”
loc_char_oso_13_descr;“I haven't felt this good since the time my leg went numb and I thought it was covered in ants.”
loc_char_oso_14_bio;“Somewhere in the universe, the owner of an Xplora interdimensional device really went all out. The enhanced power s/he transmitted across the multiverse was so great that it produced an ultra-evolved Aleksei Rollan, capable of travelling at unprecedented speeds. An Aleksei Rollan Ultra Evo is a fast-as-a-speeding-bullet version of Aleksei Rollan, but spotting one on any pitch in the multiverse is a rare event. Very few users are capable of sending such a huge performance enhancement across the multiverse. But one Xplora user did, thanks to effective physical exercise, and it’s cause for celebration: now we spectators can admire the skill of a truly galactic player. ”
loc_char_oso_14_descr;“If you could remove my mask, you'd see the face of an incredibly powerful player.”
loc_char_oso_15_bio;“Born in a Plantigrade lab, Ruslan is a clone perfected with genetic material from the great legend that all ursine inhabitants of the planet worship: Yuri Gagarin. A toenail of the first cosmonaut appeared in Sputnik 2.2, the spaceship that colonised Plantigrade. Scientists incubated the cells and gave them a supernatural talent for playing Aces of Multiverse. Of course, a descendant of Yuri Gagarin couldn't play for any team other than the Sputnik Bears... but this rule only applies in the Original Premiumverse. In Universe F333 he’s part of a team that pays tribute to the man who supplied his DNA, the Gagar Insanes. In Universe G33, the United States won the race to put the first astronaut in orbit instead of the USSR, so there Ruslan is called Tommy McCoy.”
loc_char_oso_15_descr;“I'll kill you with gagarins!”
loc_char_oso_16_bio;“An Xplora interdimensional device user worked a minor miracle by surpassing the unsurpassable. The effects of physical exercise, transmitted across the multiverse, have caused Ruslan Antonov to evolve, taking his performance to a whole new level. Now he’s one of the fastest players the multiverse has ever seen, and far more skilled than the original Ruslan. You’re more likely to see a blue camel strolling through the Kuiper Belt than you are to come across this version of Ruslan Antonov. The Xplora user who made him possible must have trained like crazy. And the entire multiverse owes him or her a debt of gratitude: now we can enjoy watching a player move almost at the speed of light.”
loc_char_oso_16_descr;“With my newfound speed, I can leave the orbit of Plantigrade... and even my own universe.”
loc_char_mutant_00_bio;“He ate poached eggs infected with radioactive distemper and his DNA turned him into a humanoid cockatoo. He has a sharp beak for provoking his rivals and he likes to think that when he's on the pitch, the team's victory is only one egg away. This humanoid-cockatoo hybrid is on the Radiostar Freaks team in the Original Premiumverse, where he puffs up like a turkey to celebrate his victories. But in other parallel realities he suffers parallel fates. In Universe G595, his endearing looks have earned him a spot on the Toxic Cuties, the team of huggable mutants. Tragically, in Universe N2512, a parallel reality where it’s always Christmas, no one’s seen or heard from him since the last Christmas Eve dinner.”
loc_char_mutant_00_descr;“After the egg comes the hen. And after the hen, victory.”
loc_char_mutant_01_bio;“Turned into a humanoid ant by active distemper, Ahreaks uses his worker mentality mid-field but thinks collectively as if the team were his own anthill. In the vast majority of parallel realities, Ahreaks is trapped inside a giant sugar bowl. However, in the Original Premiumverse, she and her powerful jaws play for the Radiostar Freaks. In Universe D303, she’s in the starting line-up of the Bizarre Sisters. And in V384, she’s formed a comic tag-team with Pavel Kirillovich, beloved by critics and audiences alike.”
loc_char_mutant_01_descr;“The individual is not important. The only thing that matters is the team or anthill.”
loc_char_mutant_02_bio;“Radioactive distemper modified his DNA with bat, orangutan and parakeet genes. He looks mild and easy-going, but appearances are deceptive. He actually has a very short fuse, especially when provoked. Thanks to his mad skills, this hairy giant can be found on teams in many parallel realities. In the Original Premiumverse he plays for the Radiostar Freaks. In G595, his adorable teddy-bear looks make him a fixture in the Toxic Cuties line-up. But in K855, he’s a virtuoso on the cannibal accordion.”
loc_char_mutant_02_descr;“Everyone wants to cuddle me, until they realise I'm breaking their bones.”
loc_char_mutant_03_bio;“He was a baby when he contracted the radioactive distemper that affected his DNA and turned him into a mortal radioactive creature with a hyperdeveloped brain in the body of an infant mutant. This little guy has a hard time finding a team in multiple parallel realities. Only the worlds where coaches can see past his suspicious appearance get to enjoy his finesse on the pitch. He's part of the Radiostar Freaks, but in Universe F495 he also plays on a team whose members have one thing in common: they all taste like smoked salmon (their matches against the bears can get pretty violent).”
loc_char_mutant_03_descr;“All babies are beautiful… But they don't all become mortal radioactive mutants like me.”
loc_char_mutant_04_bio;“They say she comes from an aristocratic family but she contracted radioactive distemper and fled in shame from her noble surroundings. For a mono-organic mutant (a single organ - in this case an eye - that acquires all the functions of an individual) like Sedruol, things are always simple. She has a clear vision of the game and can anticipate her opponents' moves like a clairvoyant. Seeing is believing. You’ll rarely encounter alternate versions of Sedruol in universes where they don’t sell eye drops in bulk. Fortunately, they do in the Original Premiumverse, where Sedruol is a pro-mutant activist and plays for the Radiostar Freaks. In other parallel realities, we might find her playing on a handful of teams like the Bizarre Sisters or the Morpho Blobs. In Universe R984, she’s doing time for throwing an eye booger at an alien player and causing severe head trauma.”
loc_char_mutant_04_descr;“Staring at them is the very least I inflict on my opponents.”
loc_char_mutant_05_bio;“Bymheads is an example of what happens when you mix alien DNA from different galaxies with viral radiation. An impossible and highly unpredictable creature - you never know what ability or behaviour he's about to deploy. In 80% of all parallel realities, he’s doing time for different crimes involving the quantum alteration of reality for illicit gain. But not every version of this ineffable mutant is dishonest. The Radiostar Freaks benefit from his playing skills in the Original Premiumverse. In Universe E384 he's part of the Morpho Blobs, the most misshapen mutants. In F484, on the other hand, he was named Mr. Congeniality at the Mr. Universe competition.”
loc_char_mutant_05_descr;“While you're still wondering what I am, I've already beaten you hands down.”
loc_char_mutant_06_bio;“An anarchist supermammal with radioactive genes and an evil temper. Scimpheak used to be a squatter in Leeds and has used her elbows and long neck to scale the heights of Aces of Multiverse. Today she is one of the top scorers. Except in Universe D484, where he’s allowed to hunt giraffes despite having an IQ of more than 120, every alternate version of Scimpheak is a successful Aces of the Multiverse player. In the Original Multiverse, he only leaves his squat to attend training sessions with the Radiostar Freaks. In G232, he choked on a sperm whale bone.”
loc_char_mutant_06_descr;“Raise your head to look me in the face and I'll spit in your eye.”
loc_char_mutant_07_bio;“An interdimensional transmission significantly boosted his performance, and now he’s ready to make feathers fly. This egg-volved version of Aivvlys has increased strength and skill thanks to the physical exercise of an Xplora user. You don’t often see this alternate version of Aivvlys, but here he is. This evolution was made possible by the intense physical exertion of the owner of an Xplora interdimensional device in a parallel world. It’s the only way these amazing performance enhancements could have travelled across the multiverse to benefit the original Aivvlys.”
loc_char_mutant_07_descr;“With more strength and more skill, I feel like the cock of the walk. Let the show co-co-co-co-commence.”
loc_char_mutant_08_bio;“Ahreaks received an important quantum transmission of enhanced performance from an Xplora interdimensional device user that made her evolve. Now she moves even faster, and her technical skills have also improved. The magnificent speed of the original Ahreaks has increased, making Ahreaks Evo one of the fastest players in the tournament. But her proficiency on the pitch has also improved. This is highly unusual. Only the intense exercise of an anonymous Xplora user in a universe far from the original Ahreaks’s home could have sent so much quantum information across the multiverse and make Ahreaks’s molecules evolve like this. ”
loc_char_mutant_08_descr;“I move faster, I’ve got better control—I deserve a nice lump of sugar.”
loc_char_mutant_09_bio;“Uqeols evolves into a better shot: his cells’ molecules have absorbed the performance of a mysterious user of an Xplora interdimensional device. Uqeols won us over with his huggable looks, but Uqeols Evo will win us over with his more accurate shots. Sightings of this evolved player are rare: in order for him to exist, someone in another parallel reality had to train hard and use an Xplora interdimensional device to send all the benefits of that exercise hurtling across the multiverse.”
loc_char_mutant_09_descr;“While you’re busy admiring my luxuriant fur, you may get slammed with a ball between the eyes.”
loc_char_mutant_10_bio;“A user of an Xplora interdimensional device worked out in another universe, and it had an immediate effect on God, making him evolve. The benefits of that exercise travelled across the multiverse and improved his aim. It’s strange to see such skilled babies, but seeing a God Evo is even stranger. To create this alternate version of the player, an Xplora user had to exercise in his/her own world, and all the benefits of that exertion were transmitted by quantum entanglement to the universe of the original God. Now we can enjoy his new and improved style of play: fast as ever, but a much better shot.”
loc_char_mutant_10_descr;“Other babies throw food on the floor willy-nilly, but now I can send the ball flying exactly where I want.”
loc_char_mutant_11_bio;“An anonymous user in a distant universe played enough sport to send the original Sedruol a healthy performance boost: this evolved Sedruol has better aim and dexterity. If you find her gaze unsettling, you’ll be relieved to know that Sedruol Evo sightings are rare, and you won't find her on most pitches. But if you love her elegance and appreciate her improved shots and skills, you should thank the Xplora interdimensional device user who worked out and sent her the benefits from across the multiverse.”
loc_char_mutant_11_descr;“They who have eyes to see, let them see how I shoot and control the ball.”
loc_char_mutant_12_bio;“The numerous indescribable limbs that make up Bymheads’s body would pose a challenge to the neurological system of any living creature. Now, thanks to the exercise done by an Xplora user in another dimension, Bymheads has evolved into a more accurate shot. The original Bymheads was rare enough, but a Bymheads Evo is very rare indeed. The quantum probability of an Xplora interdimensional device sending the benefits of its user’s physical exercise to a Bymheads is very low. Even so, it can happen—and in this case, it did. You have to admire his new and improved style of play: just as fast, but with better shooting skills.”
loc_char_mutant_12_descr;“Coordinating all these arms to shoot the ball isn’t easy, mates, but now I’m much better at it.”
loc_char_mutant_13_bio;“The whims of quantum entanglement have been very kind to Scimpheak, making her evolve in shooting and playing skills. The Xplora user who sent her this performance enhancement really went the extra mile. Seeing a giraffoid move at the original Scimpheak’s speed was strange enough, but seeing how Scimpheak shoots and controls the ball is stranger still. The user who transmitted these benefits across the multiverse using an Xplora interdimensional device must have done some serious exercise: a good thing for that person, and undoubtedly good for Scimpheak Evo. ”
loc_char_mutant_13_descr;“Now I can shoot and control the ball better, and on top of that my stiff neck is gone.”
loc_char_mutant_14_bio;“Somewhere in the multiverse, an anonymous user of an Xplora interdimensional device really went all out. And that intense physical exercise found its mark in this parallel reality: Ahreaks Ultra Evo has improved strength, aim and skill. Now, in addition to being one of the fastest players, she’s got fabulous stats in other skill categories. But this version of Ahreaks is as rare as a diabetic ant, so when we come across her, we should thank our lucky stars and the Xplora user who worked so hard to help this character evolve. ”
loc_char_mutant_14_descr;“When little kids stomp on an ant, you tell them, ‘Would you like it if Ahreaks Evo stomped on you?’”
loc_char_mutant_15_bio;“Born on planet Protozoolia, Zapiram originally looked like an amoebamorph, i.e. a formless 60kg cell, a giant amoeba. After contracting radioactive distemper, her DNA became infested with Homo sapiens genes and she was horrified when she eventually mutated into a humanoid. Now, whenever she looks in the mirror, she misses her sculptural sticky protozoic shape, which fills her with fury before every match. This stratospheric player is still a protozoan in many alternate realities. But in a few lucky universes, her humanoid mutation has made her an Aces of the Multiverse star. If you live in the right parallel reality, you’ll be able to admire her playing skills on teams like the Bizarre Sisters.”
loc_char_mutant_15_descr;“I've lost my original appearance, so I couldn't care less about keeping up appearances with my rivals.”
loc_char_mutant_16_bio;“A performance-enhancing interdimensional transmission triggered the evolution of this powerful player. Zapiram Evo is faster than anyone thought possible, and her aim has improved, too. The team that has Zapiram Evo on its side can consider itself amazingly fortunate, because her very existence is highly improbable. The Xplora interdimensional device user who did the staggering amount of physical exercise needed to bring about this evolution deserves a standing ovation. So congratulations, ace, wherever you are.”
loc_char_mutant_16_descr;“Watch how fast I can strip you of your privileges on the pitch.”
loc_char_robot_00_bio;“It built its stamping system with the boot of the first rival it humiliated on a pitch. Some even believe that poor adversary's foot is still inside the boot. The only way to find out the truth is to take it apart, but it's not going to do that any time soon. With or without the boot, this robot’s oblong casing doesn’t buckle easily under pressure, which explains why he can be found working in the mines on gas giants in many alternate realities. However, in the Original Premiumverse and a handful of other fortunate multiverses, Summerstride’s toughness is an asset valued by the best teams. You’ll find him on the Electro Killers, the Robo Dancers and other motley crews. ”
loc_char_robot_00_descr;“I respond to the following algorithm: Take the ball off me and you'll feel my boot in your face.”
loc_char_robot_01_bio;“It's proud of being a ”self-made” robot... literally! It started as a simple robotic little finger that collected scrap for a living. Little by little, with the surplus pieces of metal it saved in a biscuit tin, it built itself a whole body. Today it's a top player, an example for all those just starting out and in need of motivation. This self-built robot hasn’t had the same success in every multiverse. In Universe Z842, a defective part has doomed him to remain a biscuit tin for life. However, in the Original Premiumverse all his circuits are perfectly wired, producing a fantastic Aces of the Multiverse player, and the same is true in R384, where he plays for the Pseudochips Mix. ”
loc_char_robot_01_descr;«All those who say that playing Aces of Universe is hard, I put them to work in the electronic waste dump».
loc_char_robot_02_bio;“Designed as Robbie9, on a forbidden planet, and in service to a mad doctor bent on kidnapping a famous scientist's children, now that it's finally free it's ditched its slave name and all it wants to do is play Aces of Multiverse and escape its shady past. The yearning for freedom is so strong that Freesteam’s fate is practically identical in every parallel reality: he’s an Aces of the Multiverse player. This cosmic mission has placed Freestream in the starting line-up of the Electro Killers, the Robo Dancers and many other teams in different universes. Only in a few does this mechanical dreamer still live as a slave on a forbidden planet, continually plotting freedom and revenge.”
loc_char_robot_02_descr;“They can demand a software update of me but they'll never take my freedom.”
loc_char_robot_03_bio;“It was designed to detonate planet-killing nuclear weapons, but before the liberation of robots its lethal circuits were removed. Now it plays Aces of Multiverse during the day and spends its nights trying to retrieve its former components, without which it feels empty. What will it do when it finds them? Well, we'd rather not be on that plane of the multiverse when it happens. In several universes—no one knows exactly how many—Snakegrain has managed to reassemble his quantum nuclear detonator and destroy a planet, eliminating himself in the process. In all the other parallel realities, he continues to work hard on the pitch and look for parts off it. Only in Hippy Universe H832 has Snakegrain learned that love is stronger than hate. Keep a close eye on this one.”
loc_char_robot_03_descr;“Playing against me is the bomb.”
loc_char_robot_04_bio;“During his days as a slave, his only task in life was to make sure the CEO of Third Kind Industries always had a plentiful stock of toilet paper in his bathroom. After being freed, he had to undergo deep software (and framework) cleansing to believe in himself. But what he has really made him feel that his life has meaning is playing Aces of Multiverse. Robots haven’t achieved real independence in every universe, so in some Ironthorn is still cleaning toilets. In others he retains his hygienic instincts, and it’s not unusual to see him stop in the middle of the pitch to polish an adversary’s hindquarters. He’s generally a competent player, and he proves it in the Original Premiumverse as part of the Electro Killers.”
loc_char_robot_04_descr;“Want a new roll of paper? Then buy one!”
loc_char_robot_05_bio;“Can an innovative health robot specialising in obstetric surgery become an impetuous Aces of Multiverse player? It sure can! After the liberation of robots, this android turned its loving pincers, originally designed to caress newborn babies, into two mortal weapons capable of cutting its rivals into two. The alternate versions of this robot that play Aces of the Multiverse are far more successful than the ones still practising obstetrics in other parallel realities. With the Electro Killers, he helped a spectator give birth after her water broke during the match, and immediately afterwards he scored four goals. You can also find him defending the colours of the Pseudochips Mix and other teams. ”
loc_char_robot_05_descr;“My pincers will caress you right through to your bones.”
loc_char_robot_06_bio;“It lived in a warehouse during its years of slavery because its operating system never enjoyed the commercial success of its competitors and no buyer was every found. After the liberation it had to go out and look for its life's destiny, which it soon found: playing Aces of Multiverse. Being locked inside a box isn't an acceptable fate for any self-aware being, so Distantglade has escaped from his prison in practically every parallel reality and gone on to prove his exceptional talent in Aces of the Multiverse. Only in Universe X484 does he remain inside his box, as he’s become agoraphobic there.”
loc_char_robot_06_descr;“I don't like people with no metal inside them. That's why I fill them with lead.”
loc_char_robot_07_bio;“Summerstride has evolved after receiving a transmission of enhanced performance from across the multiverse. The most notable improvement is his speed, double that of the original Summerstride. The Xplora user who made this evolution possible certainly did a bang-up job. This alternate evolved version of Summerstride, with his amazing speed and skill, is rare. Whoever sent that cross-dimensional performance boost must have sweated up a storm, and we’re all grateful to that hard-working Xplora user.”
loc_char_robot_07_descr;“Suddenly, I’m beginning to think my father was a bullet.”
loc_char_robot_08_bio;“Thanks to an Xplora interdimensional device user who worked up a real lather, Havenscream has evolved substantially. Now he’s almost twice as fast as the original, and with better skills to boot. To make this evolved version of Havenscream possible, an anonymous owner of an Xplora interdimensional device must have exercised long and hard—it’s the only explanation for the amazing increase in this player’s speed and skill. That’s why it’s so unusual to find Havenscream Evo anywhere in the multiverse.”
loc_char_robot_08_descr;“If I’d been this fast when I was young, I would have been happy.”
loc_char_robot_09_bio;“Freesteam has evolved, gaining speed and skill. He’s reaped the benefits of performance-enhancing transmission from another parallel reality, thanks to the Xplora interdimensional devices and the physical exertion of an anonymous user. Strange as it seems, working up a sweat in a forgotten corner of the multiverse can improve the playing abilities of a robot in a parallel reality. It happened to Freesteam Evo, but it’s not frequent. If not for the Xplora user who worked his/her guts out and transmitted the benefits via an interdimensional device, Freesteam Evo wouldn’t exist.”
loc_char_robot_09_descr;“If power is freedom, I feel freer than ever now.”
loc_char_robot_10_bio;“Quantum entanglement has paired the molecules of Snakegrain’s circuits with the cells of an Xplora interdimensional device user, and as a result this little guy has evolved into one of the speediest robots ever seen. If you find his intentions unsettling, don’t worry: you’ll rarely come across him anywhere in the multiverse. To create this ultra-swift evolved version of Snakegrain, an Xplora user had to engage in a high-intensity workout and transmit the benefits across the multiverse. Now that Snakegrain Evo is here, we’ll try to enjoy his game skills and overlook his private goal of destroying the universe.”
loc_char_robot_10_descr;“Now I can move a lot faster. But will I run as fast when my thermonuclear device explodes?”
loc_char_robot_11_bio;“This time, interdimensional quantum entanglement has favoured Ironthorne, whose evolution is most notable in his increased speed. He received a performance-enhancing transmission sent across the multiverse from some unknown reality, where an Xplora device user was exercising. This evolved version of Ironthorne is uncommon. It’s hard to find him anywhere in the known multiverse. However, uncommon doesn’t mean impossible. Someone using an Xplora interdimensional device brought him into existence by sharing the benefits of physical exercise. And here he is, for everyone to enjoy.”
loc_char_robot_11_descr;“If I have to break down, I hope it’s because my circuits melt from running so fast.”
loc_char_robot_12_bio;“Leafreaper presents his new, evolved self after receiving a major performance enhancement from an Xplora user who exercised somewhere in the multiverse. The most striking novelty is his increased speed. Leafreaper Evo is an unusual player, rarely seen on any pitch. Yet one person, armed with an Xplora interdimensional device and the determination to train hard, made him possible. Now we can enjoy his excellent metallic moves at unprecedented speeds.”
loc_char_robot_12_descr;“My new velocity is the area of the pitch divided by the least amount of time it takes me to score”
loc_char_robot_13_bio;“The intense physical exercise of an Xplora interdimensional device user made an impact on the other side of the multiverse. Distantglade received a major performance-enhancing transmission and evolved, primarily gaining speed. In order for this Distantglade to exist, the owner of an Xplora interdimensional device had to work up a real sweat before successfully sending all the benefits of that activity to another dimension. Distantglade Evo is an uncommon player, and sightings are rare, so we’re lucky to find him here. ”
loc_char_robot_13_descr;“I still don’t know what my original function was, but I’m sure I could do it faster now.”
loc_char_robot_14_bio;“An Xplora interdimensional device just sent a massive performance-enhancing transmission straight to Freesteam, dramatically increasing his speed and shooting abilities. This evolved version of Freesteam is highly unusual, so we’re lucky to have him with us. And we owe this honour to the Xplora user who did enough exercise to make this quantum condition a reality on the other side of the multiverse.”
loc_char_robot_14_descr;“If you’re standing to my right, I can throw a rock to the left so hard that it’ll travel round this planet and hit you right on the noggin.”
loc_char_robot_15_bio;“Sick of watching humans use robotic pieces to improve their bodies (therefore becoming cyborgs), it was the first robot to do the opposite: reinforce its hardware with human organs. With lungs to optimise the expulsion of gases, a pituitary gland to detect molecules and a large intestine to make its rivals feel a little nauseous, this android is the first roborg ever created. It’s hard to find this great robotic ace in almost every alternate reality, because implanting organic matter in robots is much more technologically complex than inserting robotic parts in humans. If you ever get a chance to see him play with teams like the Pseudochips Mix of Universe R384 or the Robo Dancers of B848, you’ll be blown away. ”
loc_char_robot_15_descr;“I do have a soft side, but that's not the one I'm going to use to crush you.”
loc_char_robot_16_bio;“This powerful ace of the robotic race has received a significant performance-enhancing transmission, and as a result he’s evolved into one of the fastest players in the tournament. Seeing an original Downjumper is rare, but encountering a Downjumper Evo is like finding a bolt in a haystack. The owner of an Xplora interdimensional device had to really exert him/herself to make this player a reality. Now we can revel in the enhanced speed of this amazing athlete. ”
loc_char_robot_16_descr;“My human side feels good, my robotic side computes better.”
loc_char_martian_00_bio;
loc_char_martian_00_descr;
loc_char_martian_01_bio;
loc_char_martian_01_descr;
loc_char_martian_02_bio;
loc_char_martian_02_descr;
loc_char_martian_03_bio;
loc_char_martian_03_descr;
loc_char_martian_04_bio;
loc_char_martian_04_descr;
loc_char_martian_05_bio;
loc_char_martian_05_descr;
loc_char_martian_06_bio;
